Date,Department,Item Group,Item Name,Business Group,Quantity,Sales Price,Gross Amount,Line Discount Amount,Line Discount Percent,Net Amount,Tax Amount,Invoice Amount,WeekInYear,Batch Number,Outlet Region,Country Code,Channel Name,Sales Tax Group,Customer Classification Group
12/1/2021,MASS,BEVERAGE,English Tea Shop Organic Earl Grey Tea 20ct (40g),BEVERAGE,4,"90,000.00","360,000.00",0,0,"360,000.00","36,000.00","396,000.00",49,20240819,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Rosemary Leaves  (18g),FOOD,20,"99,800.00","1,996,000.00",0,15,"1,696,600.00","169,660.00","1,866,260.00",49,20240506,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,Food,"Emborg Frozen Butter, unsalted, 82% fat 200g",FOOD,6,"72,400.00","434,400.00",0,0,"434,400.00","43,440.00","477,840.00",49,20230225,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Haribo Goldbears 160g,FOOD,12,"34,300.00","411,600.00",0,0,"411,600.00","41,160.00","452,760.00",49,20221208,South,,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,FOOD,"Emborg Frozen Cook & Bake, Buttery, 80% fat, 200g",FOOD,40,"31,300.00","1,252,000.00",0,0,"1,252,000.00","125,200.00","1,377,200.00",49,20230220,South,DNK,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,BEVERAGE,Teisseire Syrup Green Mint 70cl,BEVERAGE,6,"150,000.00","900,000.00",0,2,"882,000.00","88,200.00","970,200.00",49,20240324,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Kikkoman Soy Sauce Fancy (250ml),FOOD,2,"69,400.00","138,800.00",0,0,"138,800.00","13,880.00","152,680.00",49,20240909,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,BEVERAGE,Evian Water Glass Bottle (330ml),BEVERAGE,200,"37,700.00","7,540,000.00",0,0,"7,540,000.00","754,000.00","8,294,000.00",49,20230331,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Italian Seasoning (35g),FOOD,12,"77,600.00","931,200.00",0,20,"744,960.00","74,496.00","819,456.00",49,20230605,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,Haribo Grapes 80g,FOOD,24,"19,000.00","456,000.00",0,20,"364,800.00","36,480.00","401,280.00",49,20230212,South,TUR,Modern Trade,TP-HCM,Kohnan
12/1/2021,MASS,Food,Ricola Mountain Mint Carton Box (40g),FOOD,2,"24,200.00","48,400.00",0,0,"48,400.00","4,840.00","53,240.00",49,20230518,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Haribo Goldbears 160g,FOOD,12,"34,300.00","411,600.00",0,0,"411,600.00","41,160.00","452,760.00",49,20221208,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,Merci Finest Selection Chocolate 250g,FOOD,20,"110,000.00","2,200,000.00",0,5,"2,090,000.00","209,000.00","2,299,000.00",49,20220809,South,DEU,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221021,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Haribo Goldbears (30g),FOOD,48,"6,900.00","331,200.00",0,0,"331,200.00","33,120.00","364,320.00",49,20221121,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Barilla Pasta Fusilli No.98 (500g),FOOD,1,"49,500.00","49,500.00",0,0,"49,500.00","4,950.00","54,450.00",49,20240313,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,HORECA,Food,Ortalli Red Wine Vinegar (1L),FOOD,1,"88,000.00","88,000.00",0,0,"88,000.00","8,800.00","96,800.00",49,20260228,South,,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,FOOD,Werther's Original Creamy Filling 80g,FOOD,12,"22,000.00","264,000.00",0,0,"264,000.00","26,400.00","290,400.00",49,20220602,South,DEU,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,La Boulangere Plain Crustless Sandwich Bread (500g),,3,"92,700.00","278,100.00",0,0,"278,100.00","27,810.00","305,910.00",49,20230203,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Latino Bella Garlic Stuffed Olives (235g),FOOD,12,"49,000.00","588,000.00",0,0,"588,000.00","58,800.00","646,800.00",49,20240408,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,Westgold Frozen Salted Butter 250g,FOOD,15,"60,400.00","906,000.00",0,0,"906,000.00","90,600.00","996,600.00",49,20221231,South,NZL,Modern Trade,TP-HCM,Satra
12/1/2021,MASS,Food,Kuehne Dressing American 250ml,FOOD,3,"57,500.00","172,500.00",0,0,"172,500.00","17,250.00","189,750.00",49,20230129,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,"Emborg Milk Full Cream UHT, 3,5% Fat 1L (Poland)",FOOD,240,"29,000.00","6,960,000.00",0,30,"4,872,000.00","487,200.00","5,359,200.00",49,20220624,South,DNK,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,McCormick Basil Leaves  (10g),FOOD,6,"34,700.00","208,200.00",0,0,"208,200.00","20,820.00","229,020.00",49,20240525,South,,Modern Trade,TP-HCM,Jmart
12/1/2021,MASS,FOOD,Westgold Frozen Salted Butter 250g,FOOD,20,"60,400.00","1,208,000.00",0,0,"1,208,000.00","120,800.00","1,328,800.00",49,20221231,South,NZL,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,FOOD,Werther's Original Cream Candies 90g,FOOD,12,"22,000.00","264,000.00",0,0,"264,000.00","26,400.00","290,400.00",49,20221113,South,DEU,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Barilla Sauce Olive (400g),FOOD,6,"94,200.00","565,200.00",0,0,"565,200.00","56,520.00","621,720.00",49,20230305,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Pep. Farm Distinctive Butter Chessman (206g),FOOD,24,"78,000.00","1,872,000.00",0,0,"1,872,000.00","187,200.00","2,059,200.00",49,20220827,South,,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,FOOD,Jelly Bean Berry Burst 200g,FOOD,1,"65,000.00","65,000.00",0,0,"65,000.00","6,500.00","71,500.00",49,20230414,South,IRL,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,FOOD,Haribo Grapes 80g,FOOD,168,"19,000.00","3,192,000.00",0,0,"3,192,000.00","319,200.00","3,511,200.00",49,20230212,South,TUR,Modern Trade,TP-HCM,BachHoaXanh
12/1/2021,MASS,Food,Barilla Pasta Fusilli Integrale – 500g,FOOD,45,"52,800.00","2,376,000.00",0,15,"2,019,600.00","201,960.00","2,221,560.00",49,20221201,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Goldbears 160g,FOOD,24,"34,300.00","823,200.00",0,0,"823,200.00","82,320.00","905,520.00",49,20221208,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,McCormick Steak Spice (60g),FOOD,4,"58,300.00","233,200.00",0,0,"233,200.00","23,320.00","256,520.00",49,20230510,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Ritter Sport Dark Chocolate 50% (100g),FOOD,12,"39,000.00","468,000.00",0,15,"397,800.00","39,780.00","437,580.00",49,20221014,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Kuehne Dressing Thousand Islands 250ml,FOOD,8,"57,500.00","460,000.00",0,0,"460,000.00","46,000.00","506,000.00",49,20230123,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Loacker Quadratini Napolitaner (125g),FOOD,12,"65,000.00","780,000.00",0,0,"780,000.00","78,000.00","858,000.00",49,20221030,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221107,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,HORECA,BEVERAGE,Teisseire Syrup Peach 70cl,BEVERAGE,90,"195,000.00","17,550,000.00",0,0,"17,550,000.00","1,755,000.00","19,305,000.00",49,20230914,South,,Horeca,TP-HCM,Givral
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,120,"19,000.00","2,280,000.00",0,0,"2,280,000.00","228,000.00","2,508,000.00",49,20221205,South,,Modern Trade,TP-HCM,BachHoaXanh
12/1/2021,MASS,Food,Loacker Quadratini Dark Chocolate (125g),FOOD,12,"65,000.00","780,000.00",0,0,"780,000.00","78,000.00","858,000.00",49,20221208,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haagen Dazs Macadamia Nut Pint (473ml),FOOD,4,"206,500.00","826,000.00",0,0,"826,000.00","82,600.00","908,600.00",49,20220727,South,,Modern Trade,TP-HCM,CircleK_South
12/1/2021,MASS,Food,Pep. Farm Choc Chunk CHESAPEAKE (204g),FOOD,3,0,0,0,0,0,0,0,49,20220621,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Haribo Happy Cola Sour Fresh (80g),FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221126,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,POSM,Merci Paper Bag 2021,FOOD,6,0,0,0,0,0,0,0,49,NOEXP,South,VNM,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Barilla Pasta Spaghetti No.5 (500g),FOOD,75,"47,000.00","3,525,000.00",0,25,"2,643,750.00","264,375.00","2,908,125.00",49,20240424,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Ritter Sport Rum Raisins Hazelnuts Chocolate 100g,FOOD,10,"39,000.00","390,000.00",0,15,"331,500.00","33,150.00","364,650.00",49,20220512,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Barilla Sauce Pesto Genovese 190g,FOOD,24,"113,100.00","2,714,400.00",0,0,"2,714,400.00","271,440.00","2,985,840.00",49,20221030,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Lindt Swiss Classic Milk Almond Chocolate Tablet (100g),FOOD,12,"78,000.00","936,000.00",0,7,"870,480.00","87,048.00","957,528.00",49,20220610,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,48,"19,000.00","912,000.00",0,0,"912,000.00","91,200.00","1,003,200.00",49,20221021,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,POSM,Paper bag for Pep Farm,FOOD,36,0,0,0,0,0,0,0,49,NOEXP,South,VNM,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,Food,Lindt Swiss Luxury selection 195g,FOOD,6,"422,000.00","2,532,000.00",0,0,"2,532,000.00","253,200.00","2,785,200.00",49,20220601,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,"Emborg Frozen Butter, salted, 80% fat 200g",FOOD,6,"72,400.00","434,400.00",0,0,"434,400.00","43,440.00","477,840.00",49,20230226,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Barilla Pasta Spaghettoni (500g),FOOD,6,"47,000.00","282,000.00",0,0,"282,000.00","28,200.00","310,200.00",49,20240317,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Loacker Quadratini Tiramisu (110g),FOOD,12,"65,000.00","780,000.00",0,7,"725,400.00","72,540.00","797,940.00",49,20221126,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Barilla Sauce Arrabbiata (400g),FOOD,6,"79,600.00","477,600.00",0,0,"477,600.00","47,760.00","525,360.00",49,20230416,South,,Modern Trade,TP-HCM,Genshai
12/1/2021,MASS,Food,Pate Royal Pure Pork Mousse with Espelette Pepper,FOOD,3,"94,000.00","282,000.00",0,0,"282,000.00","28,200.00","310,200.00",49,20260930,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,FOOD,La Dory Galettes Assortment Tet Tin Box 195g,FOOD,12,"104,000.00","1,248,000.00",0,5,"1,185,600.00","118,560.00","1,304,160.00",49,20220726,South,FRA,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,FOOD,Jelly Bean 36 Huge Flavours 100g,FOOD,24,"34,000.00","816,000.00",0,10,"734,400.00","73,440.00","807,840.00",49,20230510,South,IRL,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Ritter Sport Dark Whole Hazelnuts,FOOD,10,"43,000.00","430,000.00",0,0,"430,000.00","43,000.00","473,000.00",49,20220817,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,"Haribo collection round paper box 192g
",,12,"62,000.00","744,000.00",0,0,"744,000.00","74,400.00","818,400.00",49,20221223,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Barilla Sauce Olive (400g),FOOD,10,"94,200.00","942,000.00",0,0,"942,000.00","94,200.00","1,036,200.00",49,20230305,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,McCormick Oregano Leaves  (10g),FOOD,48,"33,600.00","1,612,800.00",0,20,"1,290,240.00","129,024.00","1,419,264.00",49,20240525,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Barilla Sauce Arrabbiata (400g),FOOD,12,"79,600.00","955,200.00",0,15,"811,920.00","81,192.00","893,112.00",49,20230416,South,,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,Kikkoman Teriyaki Honey & Soy (250ml),FOOD,3,"80,800.00","242,400.00",0,0,"242,400.00","24,240.00","266,640.00",49,20240925,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Haagen Dazs Mango Raspberry Minicup (100ml),FOOD,16,0,0,0,0,0,0,0,49,20221012,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Lindt Swiss Classic Dark Surfin Chocolate Tablet (100g),FOOD,9,"67,000.00","603,000.00",0,0,"603,000.00","60,300.00","663,300.00",49,20221016,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Starmix 160g,FOOD,5,"34,300.00","171,500.00",0,0,"171,500.00","17,150.00","188,650.00",49,20221030,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221021,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,Food,Latino Bella Sliced Black Olives (3kg),FOOD,6,"184,500.00","1,107,000.00","7,500.00",0,"1,062,000.00","106,200.00","1,168,200.00",49,20240112,South,,Horeca,TP-HCM,PizzaHut
12/1/2021,MASS,FOOD,McVitie's Digestives Nibbles Dark Choco (80g),FOOD,14,"25,000.00","350,000.00",0,0,"350,000.00","35,000.00","385,000.00",49,20221027,South,GBR,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,Food,McCormick Cajun Seasoning (35g),FOOD,24,"57,100.00","1,370,400.00",0,0,"1,370,400.00","137,040.00","1,507,440.00",49,20230510,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,Bertolli Extra Light Olive Oil (500ml),FOOD,12,"145,700.00","1,748,400.00",0,0,"1,748,400.00","174,840.00","1,923,240.00",49,20230811,South,ITA,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,Ritter Sport Dark Chocolate 61% Cocoa 100g,FOOD,36,"43,000.00","1,548,000.00",0,0,"1,548,000.00","154,800.00","1,702,800.00",49,20221005,South,DEU,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Pep. Farm Double Nantucket (220g),FOOD,20,"89,000.00","1,780,000.00",0,0,"1,780,000.00","178,000.00","1,958,000.00",49,20220712,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,McCormick Cajun Seasoning (35g),FOOD,48,"57,100.00","2,740,800.00",0,20,"2,192,640.00","219,264.00","2,411,904.00",49,20230625,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,FOOD,La Boulangere 6 Croissants 240g,FOOD,4,"56,941.00","227,764.00",0,0,"227,764.00","22,776.40","250,540.40",49,20230202,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,McCormick Basil Leaves  (10g),FOOD,6,"34,700.00","208,200.00",0,0,"208,200.00","20,820.00","229,020.00",49,20240525,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haagen Dazs Macadamia Nut Pint (473ml),FOOD,2,"206,500.00","413,000.00",0,2,"404,740.00","40,474.00","445,214.00",49,20220924,South,,Modern Trade,TP-HCM,FamilyMart
12/1/2021,MASS,Food,Haribo Starmix 160g,FOOD,12,"34,300.00","411,600.00",0,0,"411,600.00","41,160.00","452,760.00",49,20221030,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Loacker Quadratini Dark Chocolate (125g),FOOD,12,"65,000.00","780,000.00",0,0,"780,000.00","78,000.00","858,000.00",49,20221208,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,FOOD,Barilla Sauce Napoletana 200g,FOOD,12,"35,500.00","426,000.00",0,15,"362,100.00","36,210.00","398,310.00",49,20230302,South,ITA,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Ritter Sport Whole Almonds,FOOD,33,"43,000.00","1,419,000.00",0,0,"1,419,000.00","141,900.00","1,560,900.00",49,20220818,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,Food,Haagen Dazs Green Tea Pint (473ml),FOOD,12,"181,720.00","2,180,640.00",0,0,"2,180,640.00","218,064.00","2,398,704.00",49,20221003,South,,Modern Trade,TP-HCM,AGM
12/1/2021,HORECA,Food,Latino Bella Pomace Olive Oil (4L)- V2,FOOD,1,"500,000.00","500,000.00",0,5,"475,000.00","47,500.00","522,500.00",49,20240422,South,,Horeca,TP-HCM,Moobeef
12/1/2021,MASS,Food,Pep. Farm Double Nantucket (220g),FOOD,5,"89,000.00","445,000.00",0,0,"445,000.00","44,500.00","489,500.00",49,20220712,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Barilla Sauce Basilico (400g),FOOD,36,"79,600.00","2,865,600.00",0,0,"2,865,600.00","286,560.00","3,152,160.00",49,20230406,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221107,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,McCormick Steak Spice (60g),FOOD,5,"58,300.00","291,500.00",0,0,"291,500.00","29,150.00","320,650.00",49,20230510,South,,Modern Trade,TP-HCM,Genshai
12/1/2021,HORECA,FOOD,Fruits Rouges Frozen Mango Alfonso Puree without sugar 1kg,FOOD,3,"225,000.00","675,000.00","20,000.00",0,"615,000.00","61,500.00","676,500.00",49,20240405,South,FRA,Horeca,TP-HCM,Horeca5Star_South
12/1/2021,MASS,Food,Lorenz Naturals Mild Paprika (100g),FOOD,48,"40,900.00","1,963,200.00",0,0,"1,963,200.00","196,320.00","2,159,520.00",49,20220430,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Ritter Sport Extra Fine Milk 35% (100g),FOOD,12,"39,000.00","468,000.00",0,7,"435,240.00","43,524.00","478,764.00",49,20220812,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Haribo Happy Cola Sour Fresh (80g),FOOD,6,"19,000.00","114,000.00",0,0,"114,000.00","11,400.00","125,400.00",49,20221126,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,FOOD,"Merci Finest Selection Chocolate Gift Box 500g
",FOOD,6,"263,000.00","1,578,000.00",0,0,"1,578,000.00","157,800.00","1,735,800.00",49,20220809,South,DEU,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221021,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,POSM,Haagen Dazs Cooler Bag - BTS Band,FOOD,4,0,0,0,0,0,0,0,49,NOEXP,South,HKG,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Kuehne Dressing Italian 250ml,FOOD,6,"57,500.00","345,000.00",0,0,"345,000.00","34,500.00","379,500.00",49,20230420,South,,Modern Trade,TP-HCM,Jmart
12/1/2021,MASS,FOOD,Jelly Bean Fruit Cocktail 100g,FOOD,2,"34,000.00","68,000.00",0,0,"68,000.00","6,800.00","74,800.00",49,20230426,South,IRL,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haagen Dazs Strawberry Pint (473ml),FOOD,6,"206,500.00","1,239,000.00",0,0,"1,239,000.00","123,900.00","1,362,900.00",49,20220926,South,,Modern Trade,TP-HCM,Genshai
12/1/2021,HORECA,BEVERAGE,Evian Water Glass Bottle (750ml),BEVERAGE,240,"53,300.00","12,792,000.00","16,300.00",0,"8,880,000.00","888,000.00","9,768,000.00",49,20230208,South,,Horeca,TP-HCM,EMG
12/1/2021,MASS,Food,Barilla Sauce Basilico (400g),FOOD,6,"79,600.00","477,600.00",0,0,"477,600.00","47,760.00","525,360.00",49,20230406,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,Food,Maille Mustard Dijon (865g),FOOD,1,"132,500.00","132,500.00",0,0,"132,500.00","13,250.00","145,750.00",49,20221014,South,,Horeca,TP-HCM,Pizza4P
12/1/2021,MASS,Food,Tabasco Sauce Pepper GREEN (60ml),FOOD,4,"53,400.00","213,600.00",0,0,"213,600.00","21,360.00","234,960.00",49,20221208,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Cajun Seasoning (35g),FOOD,1,"57,100.00","57,100.00",0,0,"57,100.00","5,710.00","62,810.00",49,20230510,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Barilla Pasta Tortiglioni No.83 (500g),FOOD,6,"49,500.00","297,000.00",0,0,"297,000.00","29,700.00","326,700.00",49,20240301,South,,General Trade,TP-HCM,GT_South
12/1/2021,HORECA,Food,"Emborg Whipped Cream, 30%, Sweetened, in spray can 250g",FOOD,1,"74,900.00","74,900.00",0,0,"74,900.00","7,490.00","82,390.00",49,20220430,South,,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,Food,Haribo Worms 80g,FOOD,9,"19,000.00","171,000.00",0,0,"171,000.00","17,100.00","188,100.00",49,20221125,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,FOOD,Ritter Sport Dark Chocolate 81% Cocoa 100g,,12,"43,000.00","516,000.00",0,0,"516,000.00","51,600.00","567,600.00",49,20221006,South,DEU,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Barilla Sauce Arrabbiata (400g),FOOD,30,"79,600.00","2,388,000.00",0,0,"2,388,000.00","238,800.00","2,626,800.00",49,20230416,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,La Boulangere 10 Milk Breads 350g,FOOD,3,"97,856.00","293,568.00",0,0,"293,568.00","29,356.80","322,924.80",49,20221209,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,FOOD,Haribo Grapes 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20230212,South,TUR,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Lorenz Crunchips Salted (100g),FOOD,48,"31,700.00","1,521,600.00",0,0,"1,521,600.00","152,160.00","1,673,760.00",49,20220523,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,La Boulangere Plaited Brioche 400g,FOOD,3,"105,688.00","317,064.00",0,0,"317,064.00","31,706.40","348,770.40",49,20230110,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Ritter Sport Rum Raisins Hazelnuts Chocolate 100g,FOOD,10,"39,000.00","390,000.00",0,15,"331,500.00","33,150.00","364,650.00",49,20220512,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Ritter Sport Rum Raisins Hazelnuts Chocolate 100g,FOOD,30,"39,000.00","1,170,000.00",0,15,"994,500.00","99,450.00","1,093,950.00",49,20220512,South,,Modern Trade,TP-HCM,BigC
12/1/2021,HORECA,BEVERAGE,Ferrarelle Glass 33cl,BEVERAGE,48,"39,800.00","1,910,400.00","12,300.00",0,"1,320,000.00","132,000.00","1,452,000.00",49,20230407,South,ITA,Horeca,TP-HCM,Horeca5Star_South
12/1/2021,MASS,Food,Barilla Pasta Spaghettoni (500g),FOOD,30,"47,000.00","1,410,000.00",0,15,"1,198,500.00","119,850.00","1,318,350.00",49,20240317,South,,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,18,"19,000.00","342,000.00",0,20,"273,600.00","27,360.00","300,960.00",49,20221204,South,,Modern Trade,TP-HCM,Kohnan
12/1/2021,MASS,Food,Barilla Sauce Napoletana (400g),FOOD,6,"79,600.00","477,600.00",0,0,"477,600.00","47,760.00","525,360.00",49,20230403,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Lorenz Crunchips Cheese & Onion (100g),FOOD,12,"31,700.00","380,400.00",0,27.25,"276,741.00","27,674.10","304,415.10",49,20220519,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,FOOD,La Boulangere 8 Organic Plain Milk Bread (280g),,2,"69,200.00","138,400.00",0,0,"138,400.00","13,840.00","152,240.00",49,20230204,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Haribo Starmix 160g,FOOD,24,"34,300.00","823,200.00",0,0,"823,200.00","82,320.00","905,520.00",49,20221030,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Ricola Mountain Mint Carton Box (40g),FOOD,10,"24,200.00","242,000.00",0,0,"242,000.00","24,200.00","266,200.00",49,20230518,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Bonne Maman Jam Wild Blueberry (225g),FOOD,6,"84,000.00","504,000.00",0,7,"468,720.00","46,872.00","515,592.00",49,20230715,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Haagen Dazs Green Tea Pint (473ml),FOOD,4,"206,500.00","826,000.00",0,0,"826,000.00","82,600.00","908,600.00",49,20221003,South,,Modern Trade,TP-HCM,CircleK_South
12/1/2021,MASS,Food,Haribo Fruity Basket 80g,FOOD,3,0,0,0,0,0,0,0,49,20220518,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Barilla Sauce Olive (400g),FOOD,6,"94,200.00","565,200.00",0,0,"565,200.00","56,520.00","621,720.00",49,20230305,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,"Emborg Frozen Mozzarella, Portion, F.I.D.M. 40% 200g",FOOD,1,"64,944.00","64,944.00",0,0,"64,944.00","6,494.40","71,438.40",49,20220406,South,,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,McCormick Steak Spice (60g),FOOD,1,"58,300.00","58,300.00",0,0,"58,300.00","5,830.00","64,130.00",49,20230510,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Barilla Sauce Basilico (400g),FOOD,3,"79,600.00","238,800.00",0,0,"238,800.00","23,880.00","262,680.00",49,20230406,South,,Modern Trade,TP-HCM,CoopFood
