Date,Department,Item Group,Item Name,Business Group,Quantity,Sales Price,Gross Amount,Line Discount Amount,Line Discount Percent,Net Amount,Tax Amount,Invoice Amount,WeekInYear,Batch Number,Outlet Region,Country Code,Channel Name,Sales Tax Group,Customer Classification Group
12/1/2021,MASS,Food,Kikkoman Teriyaki Marinade Original (250ml),FOOD,3,"78,000.00","234,000.00",0,0,"234,000.00","23,400.00","257,400.00",49,20240821,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Pep. Farm Double Nantucket (220g),FOOD,3,"89,000.00","267,000.00",0,0,"267,000.00","26,700.00","293,700.00",49,20220712,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Thyme Leaves (12g),FOOD,12,"32,500.00","390,000.00",0,20,"312,000.00","31,200.00","343,200.00",49,20250616,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,"Emborg Gouda, Sliced, F.I.D.M. 48% 150g",FOOD,6,"55,616.00","333,696.00",0,15,"283,641.60","28,364.16","312,005.76",49,20220730,South,,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Barilla Sauce Bolognese (400g),FOOD,12,"94,200.00","1,130,400.00",0,0,"1,130,400.00","113,040.00","1,243,440.00",49,20230430,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,9,"19,000.00","171,000.00",0,0,"171,000.00","17,100.00","188,100.00",49,20221111,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,BEVERAGE,English Tea Shop Organic English Breakfast 20 bags (40g),BEVERAGE,6,"90,000.00","540,000.00",0,10,"486,000.00","48,600.00","534,600.00",49,20240819,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,Haribo Grapes 80g,FOOD,2,"19,000.00","38,000.00",0,0,"38,000.00","3,800.00","41,800.00",49,20230212,South,TUR,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Kuehne Dressing Thousand Islands 250ml,FOOD,4,"57,500.00","230,000.00",0,0,"230,000.00","23,000.00","253,000.00",49,20230123,South,,Modern Trade,TP-HCM,Genshai
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221111,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haagen Dazs Mango Raspberry Minicup (100ml),FOOD,16,0,0,0,0,0,0,0,49,20221012,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Haagen Dazs Belgian Chocolate Minicup (100ml),FOOD,24,"50,160.00","1,203,840.00",0,0,"1,203,840.00","120,384.00","1,324,224.00",49,20220723,South,,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Barilla Pasta Spaghetti No.5 (500g),FOOD,6,"47,000.00","282,000.00",0,25,"211,500.00","21,150.00","232,650.00",49,20240424,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Barilla Pasta Penne Rigate No.73 (500g),FOOD,2,"49,500.00","99,000.00",0,0,"99,000.00","9,900.00","108,900.00",49,20240319,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,La Boulangere 8 plain Tortilla 320g,FOOD,4,"68,587.00","274,348.00",0,0,"274,348.00","27,434.80","301,782.80",49,20221230,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Barilla Pasta Spaghetti No.5 (500g),FOOD,6,"47,000.00","282,000.00",0,25,"211,500.00","21,150.00","232,650.00",49,20240424,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Lorenz Naturals Sea Salt & Pepper (100g),FOOD,6,"40,900.00","245,400.00",0,0,"245,400.00","24,540.00","269,940.00",49,20220604,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Barilla Sauce Napoletana (400g),FOOD,10,"79,600.00","796,000.00",0,0,"796,000.00","79,600.00","875,600.00",49,20230403,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,Westgold Frozen Salted Butter 250g,FOOD,10,"53,152.00","531,520.00",0,0,"531,520.00","53,152.00","584,672.00",49,20221231,South,NZL,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,McCormick Smoked Paprika (37g),FOOD,4,"109,200.00","436,800.00",0,0,"436,800.00","43,680.00","480,480.00",49,20230606,South,,General Trade,TP-HCM,GT_South
12/1/2021,HORECA,Food,Barilla Pasta Spaghetti No.5 (1kg),FOOD,3,"87,200.00","261,600.00",0,4,"251,136.00","25,113.60","276,249.60",49,20230701,South,,Horeca,TP-HCM,Bastahiro
12/1/2021,MASS,Food,Tabasco Sauce Pepper CHIPOTLE (60ml),FOOD,4,"53,400.00","213,600.00",0,0,"213,600.00","21,360.00","234,960.00",49,20230611,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221021,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Barilla Sauce Napoletana (400g),FOOD,6,"79,600.00","477,600.00",0,0,"477,600.00","47,760.00","525,360.00",49,20230403,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,HORECA,Food,Emborg Whipping Cream 1L (Cream 35%),FOOD,12,"127,500.00","1,530,000.00","32,500.00",0,"1,140,000.00","114,000.00","1,254,000.00",49,20220301,South,,Horeca,TP-HCM,Horeca_south
12/1/2021,MASS,Food,Haagen Dazs Coffee Minicup (100ml),FOOD,8,"50,160.00","401,280.00",0,0,"401,280.00","40,128.00","441,408.00",49,20220803,South,,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Loacker Classic 45g Napolitaner,FOOD,25,"20,800.00","520,000.00",0,0,"520,000.00","52,000.00","572,000.00",49,20221028,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221111,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,FOOD,Pep Farm Washington Flavor 426g,FOOD,36,"203,000.00","7,308,000.00",0,5,"6,942,600.00","694,260.00","7,636,860.00",49,20220715,South,USA,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,BEVERAGE,Teisseire Syrup Strawberry 70cl,BEVERAGE,12,"195,000.00","2,340,000.00",0,2,"2,293,200.00","229,320.00","2,522,520.00",49,20240222,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,5,"19,000.00","95,000.00",0,0,"95,000.00","9,500.00","104,500.00",49,20221107,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,Food,Emborg Frozen Mascarpone,FOOD,5,"145,000.00","725,000.00",0,0,"725,000.00","72,500.00","797,500.00",49,20220329,South,,Horeca,TP-HCM,Horeca5Star_South
12/1/2021,MASS,Food,Ritter Sport Raisins & Hazelnuts(100g),FOOD,48,"39,000.00","1,872,000.00",0,0,"1,872,000.00","187,200.00","2,059,200.00",49,20220714,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Lindt Classic White Choc Almond Tablet (100g),FOOD,15,"78,000.00","1,170,000.00",0,10,"1,053,000.00","105,300.00","1,158,300.00",49,20220630,South,,Modern Trade,TP-HCM,Kohnan
12/1/2021,MASS,Food,Lindt Excellence 85% Dark Chocolate Tablet (100g),FOOD,5,"94,000.00","470,000.00",0,0,"470,000.00","47,000.00","517,000.00",49,20220831,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Pep. Farm Wafers Chocolate Fudge (382g),FOOD,72,"88,500.00","6,372,000.00",0,7,"5,925,960.00","592,596.00","6,518,556.00",49,20221006,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,BEVERAGE,English Tea Shop Organic English Breakfast 20 bags (40g),BEVERAGE,6,"90,000.00","540,000.00",0,10,"486,000.00","48,600.00","534,600.00",49,20240819,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221021,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,BEVERAGE,Teisseire Syrup Grenadine 70cl,BEVERAGE,2,"150,000.00","300,000.00",0,0,"300,000.00","30,000.00","330,000.00",49,20240120,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,6,"19,000.00","114,000.00",0,0,"114,000.00","11,400.00","125,400.00",49,20221205,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,96,"19,000.00","1,824,000.00",0,0,"1,824,000.00","182,400.00","2,006,400.00",49,20221205,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Latino Bella Extra Virgin OLIVE OIL (250ml) GREEN BOTTLE,FOOD,1,"81,500.00","81,500.00",0,0,"81,500.00","8,150.00","89,650.00",49,20240721,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221021,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Haribo Goldbears 160g,FOOD,36,"34,300.00","1,234,800.00",0,0,"1,234,800.00","123,480.00","1,358,280.00",49,20221208,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,FOOD,Haribo Chamallows Party 150g,FOOD,24,"34,300.00","823,200.00",0,0,"823,200.00","82,320.00","905,520.00",49,20220603,South,TR,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,"Haribo collection rectangle paper box 240g
",,126,"67,000.00","8,442,000.00",0,7,"7,851,060.00","785,106.00","8,636,166.00",49,20221126,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,POSM,Paper bag for Pep Farm,FOOD,36,0,0,0,0,0,0,0,49,NOEXP,South,VNM,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,Food,Haribo Chamallows Pink & White (150g),FOOD,24,"34,300.00","823,200.00",0,0,"823,200.00","82,320.00","905,520.00",49,20220817,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,NONFOOD,Duracell Coppertop Alkaline AAA2,,12,"24,500.00","294,000.00",0,20,"235,200.00","23,520.00","258,720.00",49,20310731,South,CHN,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Walkers Biscuit Fruit & Lemon (150g),FOOD,4,"80,700.00","322,800.00",0,0,"322,800.00","32,280.00","355,080.00",49,20220630,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,NONFOOD,Duracell Coppertop Alkaline AAA2,,10,"24,500.00","245,000.00",0,0,"245,000.00","24,500.00","269,500.00",49,20310731,South,CHN,Modern Trade,TP-HCM,KingFood
12/1/2021,MASS,BEVERAGE,Perrier water btl 33cl,BEVERAGE,24,"29,500.00","708,000.00",0,20,"566,400.00","56,640.00","623,040.00",49,20240210,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Worms 80g,FOOD,18,"19,000.00","342,000.00",0,15,"290,700.00","29,070.00","319,770.00",49,20221125,South,,Modern Trade,TP-HCM,Kohnan
12/1/2021,MASS,FOOD,McVitie's Digestive Mini 227.5g,FOOD,12,"40,000.00","480,000.00",0,5,"456,000.00","45,600.00","501,600.00",49,20221001,South,IND,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,FOOD,Bertolli Extra Light Olive Oil (1L),FOOD,12,"284,800.00","3,417,600.00",0,0,"3,417,600.00","341,760.00","3,759,360.00",49,20230621,South,,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,Lindt Excellence Dark 90% Chocolate Tablet (100g),FOOD,20,"107,000.00","2,140,000.00",0,15,"1,819,000.00","181,900.00","2,000,900.00",49,20220930,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,FOOD,Barilla Sauce Bolognese 200g,FOOD,5,"46,300.00","231,500.00",0,0,"231,500.00","23,150.00","254,650.00",49,20230103,South,ITA,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Barilla Sauce Olive (400g),FOOD,6,"94,200.00","565,200.00",0,0,"565,200.00","56,520.00","621,720.00",49,20230305,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Loacker Quadratini Dark Chocolate (125g),FOOD,12,"65,000.00","780,000.00",0,7,"725,400.00","72,540.00","797,940.00",49,20221208,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Barilla Sauce Basilico (400g),FOOD,3,"79,600.00","238,800.00",0,0,"238,800.00","23,880.00","262,680.00",49,20230406,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Pepperidge Farm Cookies Milano Mint Chocolate 198g,FOOD,5,"81,300.00","406,500.00",0,7,"378,045.00","37,804.50","415,849.50",49,20220816,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Barilla Sauce Bolognese (400g),FOOD,10,"94,200.00","942,000.00",0,0,"942,000.00","94,200.00","1,036,200.00",49,20230525,South,,Modern Trade,TP-HCM,Jmart
12/1/2021,MASS,Food,Kikkoman Soy Sauce Dispenser (150ml),FOOD,6,"57,100.00","342,600.00",0,0,"342,600.00","34,260.00","376,860.00",49,20241011,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Barilla Sauce Bolognese (400g),FOOD,36,"94,200.00","3,391,200.00",0,0,"3,391,200.00","339,120.00","3,730,320.00",49,20230525,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Ritter Sport Dark Chocolate 50% (100g),FOOD,12,"39,000.00","468,000.00",0,7,"435,240.00","43,524.00","478,764.00",49,20221014,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Tyrrells Sea Salt & Cracked Black Pepper (150g),FOOD,12,"87,100.00","1,045,200.00",0,0,"1,045,200.00","104,520.00","1,149,720.00",49,20220416,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221107,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Pep. Farm Distinctive Butter Chessman (206g),FOOD,2,"78,000.00","156,000.00",0,0,"156,000.00","15,600.00","171,600.00",49,20220714,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Kikkoman Soy Sauce Dispenser (150ml),FOOD,1,"57,100.00","57,100.00",0,0,"57,100.00","5,710.00","62,810.00",49,20241011,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,18,"19,000.00","342,000.00",0,20,"273,600.00","27,360.00","300,960.00",49,20221111,South,,Modern Trade,TP-HCM,Kohnan
12/1/2021,HORECA,Food,"Emborg Cooking cream, UHT, 20% fat 1L",FOOD,100,"111,800.00","11,180,000.00","21,800.00",0,"9,000,000.00","900,000.00","9,900,000.00",49,20220512,South,,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,FOOD,La Boulangere Plaited Brioche 400g,FOOD,3,"105,688.00","317,064.00",0,0,"317,064.00","31,706.40","348,770.40",49,20230110,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Ritter Sport White Whole Hazelnuts,FOOD,10,"43,000.00","430,000.00",0,20,"344,000.00","34,400.00","378,400.00",49,20220713,South,,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Kikkoman Soy Sauce Sushi&Sashimi (150ml),FOOD,24,"60,800.00","1,459,200.00",0,15,"1,240,320.00","124,032.00","1,364,352.00",49,20240920,South,,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221205,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Haribo Fruity Basket 80g,FOOD,3,0,0,0,0,0,0,0,49,20220518,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,FOOD,Barilla Sauce Bolognese 200g,FOOD,10,"46,300.00","463,000.00",0,0,"463,000.00","46,300.00","509,300.00",49,20230103,South,ITA,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Ricola Alpin Fresh Carton Box (40g),FOOD,15,"24,200.00","363,000.00",0,0,"363,000.00","36,300.00","399,300.00",49,20230421,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,BEVERAGE,Rauch - Happy day Peach 1L,,12,"50,700.00","608,400.00",0,0,"608,400.00","60,840.00","669,240.00",49,20220806,South,AUS,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,BEVERAGE,Rauch - Happy day Pink Guava,,12,"50,700.00","608,400.00",0,0,"608,400.00","60,840.00","669,240.00",49,20220725,South,AUS,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Ricola Lemon Mint Carton Box (40g),FOOD,31,"24,200.00","750,200.00",0,0,"750,200.00","75,020.00","825,220.00",49,20230419,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,Food,Latino Bella Olives BLACK OLIVES Tins (3kg)- V2,FOOD,1,"200,500.00","200,500.00","15,012.00",0,"185,488.00","18,548.80","204,036.80",49,20240422,South,,Horeca,TP-HCM,Bastahiro
12/1/2021,MASS,Food,Kuehne French Dressing (250ml),FOOD,6,"57,500.00","345,000.00",0,0,"345,000.00","34,500.00","379,500.00",49,20230123,South,,Modern Trade,TP-HCM,Jmart
12/1/2021,MASS,Food,Barilla Sauce Bolognese (400g),FOOD,6,"94,200.00","565,200.00",0,0,"565,200.00","56,520.00","621,720.00",49,20230430,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,HORECA,BEVERAGE,Ferrarelle Glass 75cl,BEVERAGE,60,"55,000.00","3,300,000.00","17,000.00",0,"2,280,000.00","228,000.00","2,508,000.00",49,20230428,South,ITA,Horeca,TP-HCM,Horeca5Star_South
12/1/2021,MASS,FOOD, La Dory Petit Beurre 150g,FOOD,24,"45,000.00","1,080,000.00",0,0,"1,080,000.00","108,000.00","1,188,000.00",49,20220618,South,FRA,Modern Trade,TP-HCM,Coopmart
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221107,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,Food,Ritter Sport Mini Chocolate Mix 150g,FOOD,30,"71,000.00","2,130,000.00",0,0,"2,130,000.00","213,000.00","2,343,000.00",49,20220630,South,,Horeca,TP-HCM,HoangYen
12/1/2021,MASS,Food,Haribo Fruity Basket 80g,FOOD,3,0,0,0,0,0,0,0,49,20220518,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Haagen Dazs Strawberry Minicup (100ml),FOOD,12,"57,000.00","684,000.00",0,0,"684,000.00","68,400.00","752,400.00",49,20220829,South,,Modern Trade,TP-HCM,LotteMart
12/1/2021,MASS,Food,Haribo Peaches (80g),FOOD,6,"19,000.00","114,000.00",0,0,"114,000.00","11,400.00","125,400.00",49,20220918,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,FOOD,La Boulangere Organic Multigrain Loaf (500g),,2,"103,400.00","206,800.00",0,0,"206,800.00","20,680.00","227,480.00",49,20230127,South,FRA,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Barilla Pasta Tagliatelle No.129 (500g),FOOD,12,"90,600.00","1,087,200.00",0,0,"1,087,200.00","108,720.00","1,195,920.00",49,20221119,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Ricola Mountain Mint Carton Box (40g),FOOD,20,"24,200.00","484,000.00",0,0,"484,000.00","48,400.00","532,400.00",49,20230518,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,HORECA,BEVERAGE,La Vie Glass Bottle Still 450ml,BEVERAGE,100,"23,000.00","2,300,000.00","12,810.00",0,"1,019,000.00","101,900.00","1,120,900.00",49,20220511,South,VNM,Horeca,TP-HCM,PaccGroup
12/1/2021,HORECA,BEVERAGE,Teisseire Syrup Strawberry 70cl,BEVERAGE,5,"195,000.00","975,000.00",0,12,"858,000.00","85,800.00","943,800.00",49,20240222,South,,Horeca,TP-HCM,GoldenGate
12/1/2021,MASS,NONFOOD,Duracell Coppertop Alkaline AAA4,,24,"41,976.00","1,007,424.00",0,15,"856,310.40","85,631.04","941,941.44",49,20311030,South,CHN,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Lorenz Pomsticks Hot & Spicy (100g),FOOD,20,"30,700.00","614,000.00",0,0,"614,000.00","61,400.00","675,400.00",49,20220521,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Haribo Goldbears 160g,FOOD,60,"34,300.00","2,058,000.00",0,0,"2,058,000.00","205,800.00","2,263,800.00",49,20221208,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Barilla Sauce Bolognese (400g),FOOD,3,"94,200.00","282,600.00",0,0,"282,600.00","28,260.00","310,860.00",49,20230430,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,FOOD, La Dory Petit Beurre 150g,FOOD,2,0,0,0,0,0,0,0,49,20220618,South,FRA,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Barilla Pasta Spaghetti No.5 (500g),FOOD,3,"47,000.00","141,000.00",0,0,"141,000.00","14,100.00","155,100.00",49,20240424,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Tyrrells Sea Salt & Cider Vinegar (40g),FOOD,20,"29,700.00","594,000.00",0,0,"594,000.00","59,400.00","653,400.00",49,20220416,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,MASS,Food,Haribo Happy Cherries (80g),FOOD,6,"19,000.00","114,000.00",0,0,"114,000.00","11,400.00","125,400.00",49,20220903,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,Tyrrells Sweet Chilli & Red Pepper (40g),FOOD,20,"29,700.00","594,000.00",0,0,"594,000.00","59,400.00","653,400.00",49,20220423,South,,Modern Trade,TP-HCM,CoopXtra
12/1/2021,HORECA,FOOD,Fruits Rouges Frozen IQF Willamette Raspberry Whole 1kg,FOOD,2,"270,000.00","540,000.00","32,000.00",0,"476,000.00","47,600.00","523,600.00",49,20230101,South,FRA,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,Food,Haribo Happy Cola 80g,FOOD,30,0,0,0,0,0,0,0,49,20221107,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,Food,Haribo Goldbears 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221111,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,Food,Kuehne Dressing Italian 250ml,FOOD,16,"57,500.00","920,000.00",0,0,"920,000.00","92,000.00","1,012,000.00",49,20230420,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,Food,Kikkoman Tasty Japan Teriyaki sauce 150ml,FOOD,3,"36,400.00","109,200.00",0,0,"109,200.00","10,920.00","120,120.00",49,20230714,South,,General Trade,TP-HCM,GT_South
12/1/2021,HORECA,FOOD,Emborg Frozen IQF Mozzarella  Shredded (Easy stretch - Emborg),FOOD,24,"170,000.00","4,080,000.00","42,500.00",0,"3,060,000.00","306,000.00","3,366,000.00",49,20220408,South,DNK,Horeca,TP-HCM,Abbybakery
12/1/2021,MASS,Food,"Emborg American, with Cheddar, Sliced 200g",FOOD,5,"49,200.00","246,000.00",0,7,"228,780.00","22,878.00","251,658.00",49,20220809,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,FOOD,Barilla Sauce Napoletana 200g,FOOD,12,"35,500.00","426,000.00",0,15,"362,100.00","36,210.00","398,310.00",49,20230302,South,ITA,Modern Trade,TP-HCM,BigC
12/1/2021,MASS,Food,Lorenz Pomsticks Paprika (100g),FOOD,6,"30,700.00","184,200.00",0,0,"184,200.00","18,420.00","202,620.00",49,20220415,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Ground Cinnamon (32g),FOOD,4,"51,600.00","206,400.00",0,0,"206,400.00","20,640.00","227,040.00",49,20240624,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,Food,McCormick Italian Seasoning (35g),FOOD,24,"77,600.00","1,862,400.00",0,20,"1,489,920.00","148,992.00","1,638,912.00",49,20230605,South,,Modern Trade,TP-HCM,Metro
12/1/2021,MASS,Food,Barilla Sauce Basilico (400g),FOOD,18,"79,600.00","1,432,800.00",0,0,"1,432,800.00","143,280.00","1,576,080.00",49,20230406,South,,Modern Trade,TP-HCM,BigC
12/1/2021,HORECA,BEVERAGE,La Vie Glass Bottle Still 450ml,BEVERAGE,80,"23,000.00","1,840,000.00",0,0,"1,840,000.00","184,000.00","2,024,000.00",49,20220511,South,VNM,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,Food,Haribo Chamallows Pink & White (150g),FOOD,24,"34,300.00","823,200.00",0,0,"823,200.00","82,320.00","905,520.00",49,20220817,South,,Modern Trade,TP-HCM,Aeon
12/1/2021,MASS,Food,Haribo Worms 80g,FOOD,12,"19,000.00","228,000.00",0,0,"228,000.00","22,800.00","250,800.00",49,20221214,South,,Modern Trade,TP-HCM,Vinmart
12/1/2021,MASS,Food,Ritter Sport Cocoa Mousse (100g),FOOD,12,"39,000.00","468,000.00",0,10,"421,200.00","42,120.00","463,320.00",49,20220513,South,,Modern Trade,TP-HCM,Kohnan
12/1/2021,MASS,FOOD,"Merci Petits Chocolate Collection Gift Box 375g
",FOOD,6,"231,000.00","1,386,000.00",0,0,"1,386,000.00","138,600.00","1,524,600.00",49,20220712,South,DEU,Modern Trade,TP-HCM,BigC
12/1/2021,HORECA,Food,Tabasco Sauce Pepper RED (60ml),FOOD,24,"49,500.00","1,188,000.00",0,0,"1,188,000.00","118,800.00","1,306,800.00",49,20260714,South,,Horeca,TP-HCM,Horeca_South
12/1/2021,MASS,Food,Haribo Starmix 80g,FOOD,24,"19,000.00","456,000.00",0,0,"456,000.00","45,600.00","501,600.00",49,20221021,South,,Modern Trade,TP-HCM,CoopFood
12/1/2021,MASS,POSM,Haagen Dazs Cooler Bag - BTS Band,FOOD,3,0,0,0,0,0,0,0,49,NOEXP,South,HKG,Modern Trade,TP-HCM,AGM
12/1/2021,MASS,Food,Lindt Excellence Intense Orange Chocolate Tablet (100g),FOOD,10,"94,000.00","940,000.00",0,0,"940,000.00","94,000.00","1,034,000.00",49,20220731,South,,General Trade,TP-HCM,GT_South
12/1/2021,MASS,FOOD,"La Dory French Premium Selection 278g
",FOOD,12,"108,000.00","1,296,000.00",0,0,"1,296,000.00","129,600.00","1,425,600.00",49,20220618,South,FRA,Modern Trade,TP-HCM,MyMarket
12/1/2021,HORECA,Food,Kikkoman Soy Sauce Fancy 18L,FOOD,1,"1,328,000.00","1,328,000.00","132,800.00",0,"1,195,200.00","119,520.00","1,314,720.00",49,20230213,South,,Horeca,TP-HCM,SushiTei
12/1/2021,MASS,FOOD,"Haribo collection rectangle paper box 240g
",,21,0,0,0,0,0,0,0,49,20221126,South,,General Trade,TP-HCM,MSD_South
12/1/2021,MASS,WINE,"Mapu white, Sauvignon Blanc/ Chardonnay (new label) (750ml)",WINE,4,"207,273.00","829,092.00",0,0,"829,092.00","82,909.20","912,001.20",49,2019,South,VND,Modern Trade,TP-HCM,BIGC
